Begin Bates num from PRODUCTION,End Bates num from PRODUCTION,Tag: RFP 01,Tag: RFP 02,Tag: RFP 03,Tag: RFP 04,Tag: RFP 05,Tag: RFP 06,Tag: RFP 07,Tag: RFP 08,Tag: RFP 09,Tag: RFP 10,Tag: RFP 11,Tag: RFP 12,Tag: RFP 13,Tag: RFP 14,Tag: RFP 15,Tag: RFP 16,Tag: RFP 17,Tag: RFP 18,Tag: RFP 19,Tag: RFP 20,Tag: RFP 21,Tag: RFP 22,Tag: RFP 23,Tag: RFP 24,Tag: RFP 25,Tag: RFP 26,Tag: RFP 27,Tag: RFP 28,Tag: RFP 29,Tag: RFP 30,Tag: RFP 31,Tag: RFP 32,Tag: RFP 33
EXAMPLE_004419,EXAMPLE_004419,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004420,EXAMPLE_004420,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004421,EXAMPLE_004423,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004424,EXAMPLE_004424,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004425,EXAMPLE_004428,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004429,EXAMPLE_004433,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004434,EXAMPLE_004435,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004436,EXAMPLE_004437,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004438,EXAMPLE_004439,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004440,EXAMPLE_004441,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004442,EXAMPLE_004442,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004443,EXAMPLE_004443,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004172,EXAMPLE_004173,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004174,EXAMPLE_004175,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004176,EXAMPLE_004177,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004178,EXAMPLE_004178,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004179,EXAMPLE_004179,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004180,EXAMPLE_004181,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004560,EXAMPLE_004560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004182,EXAMPLE_004182,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004183,EXAMPLE_004185,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004186,EXAMPLE_004186,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004187,EXAMPLE_004187,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004444,EXAMPLE_004446,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004188,EXAMPLE_004188,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004189,EXAMPLE_004190,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004447,EXAMPLE_004448,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004449,EXAMPLE_004451,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004452,EXAMPLE_004454,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004455,EXAMPLE_004456,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004457,EXAMPLE_004457,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004458,EXAMPLE_004459,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004460,EXAMPLE_004461,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004462,EXAMPLE_004462,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004463,EXAMPLE_004464,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004465,EXAMPLE_004466,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004467,EXAMPLE_004469,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004470,EXAMPLE_004470,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004471,EXAMPLE_004471,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
EXAMPLE_004191,EXAMPLE_004191,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004192,EXAMPLE_004194,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004195,EXAMPLE_004198,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004561,EXAMPLE_004561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004562,EXAMPLE_004563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004199,EXAMPLE_004200,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004201,EXAMPLE_004202,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004472,EXAMPLE_004472,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,
EXAMPLE_004203,EXAMPLE_004205,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004206,EXAMPLE_004209,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004210,EXAMPLE_004210,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004211,EXAMPLE_004212,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004473,EXAMPLE_004473,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,
EXAMPLE_004564,EXAMPLE_004564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004213,EXAMPLE_004215,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004216,EXAMPLE_004217,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004565,EXAMPLE_004565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004218,EXAMPLE_004219,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004566,EXAMPLE_004566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004567,EXAMPLE_004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004568,EXAMPLE_004568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004569,EXAMPLE_004571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004572,EXAMPLE_004591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004592,EXAMPLE_004593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004594,EXAMPLE_004595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004596,EXAMPLE_004596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004597,EXAMPLE_004597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004220,EXAMPLE_004220,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004221,EXAMPLE_004221,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004222,EXAMPLE_004222,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004223,EXAMPLE_004224,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004225,EXAMPLE_004226,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004227,EXAMPLE_004227,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004598,EXAMPLE_004599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004600,EXAMPLE_004600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004601,EXAMPLE_004602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004603,EXAMPLE_004605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004606,EXAMPLE_004606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004228,EXAMPLE_004229,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004230,EXAMPLE_004230,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004231,EXAMPLE_004231,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004232,EXAMPLE_004232,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_004607,EXAMPLE_004607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004608,EXAMPLE_004609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004610,EXAMPLE_004611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004612,EXAMPLE_004613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004614,EXAMPLE_004615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
EXAMPLE_004616,EXAMPLE_004616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
