Begin Bates num from PRODUCTION,End Bates num from PRODUCTION,Tag: RFP 4,Tag: RFP 5,Tag: RFP 9,Tag: RFP 14,Tag: RFP 15,Tag: RFP 17,Tag: RFP 19,Tag: RFP 22,Tag: RFP 25,Tag: RFP 31,Tag: RFP 32,Tag: RFP 34,Tag: RFP 35,Tag: RFP 36,Tag: RFP 37,Tag: RFP 39,Tag: RFP 45,Tag: RFP 52,Tag: RFP 54,Tag: RFP 55,Tag: RFP 56
EXAMPLE_006144,EXAMPLE_006144,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006145,EXAMPLE_006145,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006146,EXAMPLE_006147,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006148,EXAMPLE_006149,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006150,EXAMPLE_006150,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006151,EXAMPLE_006151,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006152,EXAMPLE_006152,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006153,EXAMPLE_006153,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006154,EXAMPLE_006154,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006155,EXAMPLE_006155,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006156,EXAMPLE_006156,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006157,EXAMPLE_006157,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006158,EXAMPLE_006159,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006160,EXAMPLE_006160,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006161,EXAMPLE_006161,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006162,EXAMPLE_006162,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006163,EXAMPLE_006163,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006164,EXAMPLE_006164,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006165,EXAMPLE_006165,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006166,EXAMPLE_006167,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006168,EXAMPLE_006169,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006170,EXAMPLE_006170,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006171,EXAMPLE_006172,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006173,EXAMPLE_006174,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006175,EXAMPLE_006175,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006176,EXAMPLE_006176,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006177,EXAMPLE_006177,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006178,EXAMPLE_006178,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006179,EXAMPLE_006179,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006180,EXAMPLE_006180,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006181,EXAMPLE_006181,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006182,EXAMPLE_006182,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006183,EXAMPLE_006183,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_008730,EXAMPLE_008730,,,,,,,,,,,,,,,,,,,,,
EXAMPLE_006184,EXAMPLE_006184,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006185,EXAMPLE_006185,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006186,EXAMPLE_006186,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006187,EXAMPLE_006187,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006188,EXAMPLE_006188,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006189,EXAMPLE_006189,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006190,EXAMPLE_006190,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006191,EXAMPLE_006191,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006192,EXAMPLE_006192,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006193,EXAMPLE_006193,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006194,EXAMPLE_006194,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006195,EXAMPLE_006195,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006196,EXAMPLE_006196,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006197,EXAMPLE_006198,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006199,EXAMPLE_006199,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006200,EXAMPLE_006200,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006201,EXAMPLE_006201,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006202,EXAMPLE_006202,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006203,EXAMPLE_006203,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006204,EXAMPLE_006204,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006205,EXAMPLE_006205,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006206,EXAMPLE_006206,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006207,EXAMPLE_006207,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006208,EXAMPLE_006208,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006209,EXAMPLE_006209,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006210,EXAMPLE_006210,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006211,EXAMPLE_006211,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006212,EXAMPLE_006212,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006213,EXAMPLE_006213,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006214,EXAMPLE_006214,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006215,EXAMPLE_006215,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006216,EXAMPLE_006216,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006217,EXAMPLE_006217,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006218,EXAMPLE_006218,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006219,EXAMPLE_006219,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006220,EXAMPLE_006221,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006222,EXAMPLE_006222,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006223,EXAMPLE_006223,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006224,EXAMPLE_006224,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006225,EXAMPLE_006225,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006226,EXAMPLE_006226,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006227,EXAMPLE_006228,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006229,EXAMPLE_006229,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006230,EXAMPLE_006231,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006232,EXAMPLE_006233,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006234,EXAMPLE_006235,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006236,EXAMPLE_006237,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006238,EXAMPLE_006238,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006239,EXAMPLE_006240,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006241,EXAMPLE_006241,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006242,EXAMPLE_006242,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006243,EXAMPLE_006243,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006244,EXAMPLE_006244,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006245,EXAMPLE_006245,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006246,EXAMPLE_006246,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006247,EXAMPLE_006247,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006248,EXAMPLE_006248,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006249,EXAMPLE_006249,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006250,EXAMPLE_006250,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006251,EXAMPLE_006251,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006252,EXAMPLE_006252,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006253,EXAMPLE_006253,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006254,EXAMPLE_006254,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006255,EXAMPLE_006255,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006256,EXAMPLE_006256,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006257,EXAMPLE_006257,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006258,EXAMPLE_006258,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006259,EXAMPLE_006259,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006260,EXAMPLE_006260,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006261,EXAMPLE_006261,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006262,EXAMPLE_006262,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006263,EXAMPLE_006263,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006264,EXAMPLE_006264,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006265,EXAMPLE_006265,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006266,EXAMPLE_006266,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006267,EXAMPLE_006267,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006268,EXAMPLE_006268,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006269,EXAMPLE_006269,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006270,EXAMPLE_006270,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006271,EXAMPLE_006271,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006272,EXAMPLE_006272,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006273,EXAMPLE_006273,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006274,EXAMPLE_006274,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006275,EXAMPLE_006275,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006276,EXAMPLE_006276,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006277,EXAMPLE_006277,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006278,EXAMPLE_006278,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006279,EXAMPLE_006279,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006280,EXAMPLE_006280,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006281,EXAMPLE_006281,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006282,EXAMPLE_006282,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006283,EXAMPLE_006283,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006284,EXAMPLE_006284,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006285,EXAMPLE_006285,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006286,EXAMPLE_006286,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006287,EXAMPLE_006287,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006288,EXAMPLE_006288,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006289,EXAMPLE_006289,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006290,EXAMPLE_006290,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006291,EXAMPLE_006291,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006292,EXAMPLE_006292,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006293,EXAMPLE_006293,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006294,EXAMPLE_006294,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006295,EXAMPLE_006295,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006296,EXAMPLE_006296,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006297,EXAMPLE_006297,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006298,EXAMPLE_006299,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006300,EXAMPLE_006300,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006301,EXAMPLE_006302,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006303,EXAMPLE_006304,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006305,EXAMPLE_006306,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006307,EXAMPLE_006307,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006308,EXAMPLE_006309,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006310,EXAMPLE_006311,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006312,EXAMPLE_006312,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006313,EXAMPLE_006313,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006314,EXAMPLE_006314,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006315,EXAMPLE_006316,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006317,EXAMPLE_006318,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006319,EXAMPLE_006320,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006321,EXAMPLE_006321,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006322,EXAMPLE_006322,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006323,EXAMPLE_006323,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006324,EXAMPLE_006325,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006326,EXAMPLE_006326,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006327,EXAMPLE_006327,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006328,EXAMPLE_006328,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006329,EXAMPLE_006329,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006330,EXAMPLE_006330,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006331,EXAMPLE_006331,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006332,EXAMPLE_006332,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006333,EXAMPLE_006333,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006334,EXAMPLE_006334,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006335,EXAMPLE_006335,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006336,EXAMPLE_006336,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006337,EXAMPLE_006337,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006338,EXAMPLE_006338,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006339,EXAMPLE_006339,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006340,EXAMPLE_006340,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006341,EXAMPLE_006341,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006342,EXAMPLE_006342,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006343,EXAMPLE_006343,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006344,EXAMPLE_006344,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006345,EXAMPLE_006345,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006346,EXAMPLE_006346,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006347,EXAMPLE_006347,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006348,EXAMPLE_006348,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006349,EXAMPLE_006349,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006350,EXAMPLE_006350,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006351,EXAMPLE_006351,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006352,EXAMPLE_006352,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006353,EXAMPLE_006353,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006354,EXAMPLE_006354,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006355,EXAMPLE_006355,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006356,EXAMPLE_006356,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006357,EXAMPLE_006357,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006358,EXAMPLE_006358,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006359,EXAMPLE_006359,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006360,EXAMPLE_006360,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006361,EXAMPLE_006361,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006362,EXAMPLE_006362,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006363,EXAMPLE_006363,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006364,EXAMPLE_006364,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006365,EXAMPLE_006365,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006366,EXAMPLE_006366,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006367,EXAMPLE_006367,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006368,EXAMPLE_006368,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006369,EXAMPLE_006369,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006370,EXAMPLE_006370,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006371,EXAMPLE_006371,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006372,EXAMPLE_006372,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006373,EXAMPLE_006373,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006374,EXAMPLE_006374,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006375,EXAMPLE_006375,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006376,EXAMPLE_006376,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006377,EXAMPLE_006377,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006378,EXAMPLE_006378,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006379,EXAMPLE_006380,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006381,EXAMPLE_006381,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006382,EXAMPLE_006382,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006383,EXAMPLE_006383,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006384,EXAMPLE_006384,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006385,EXAMPLE_006385,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_005677,EXAMPLE_005706,,,,,,,,,TRUE,,,,TRUE,,,,,,,,
EXAMPLE_006386,EXAMPLE_006386,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006387,EXAMPLE_006390,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006391,EXAMPLE_006391,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006392,EXAMPLE_006392,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006393,EXAMPLE_006393,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006394,EXAMPLE_006394,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006395,EXAMPLE_006395,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006396,EXAMPLE_006396,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006397,EXAMPLE_006397,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006398,EXAMPLE_006398,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006399,EXAMPLE_006399,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006400,EXAMPLE_006400,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006401,EXAMPLE_006401,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006402,EXAMPLE_006403,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006404,EXAMPLE_006404,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006405,EXAMPLE_006405,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006406,EXAMPLE_006406,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006407,EXAMPLE_006407,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006408,EXAMPLE_006408,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006409,EXAMPLE_006409,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006410,EXAMPLE_006410,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006411,EXAMPLE_006411,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006412,EXAMPLE_006412,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006413,EXAMPLE_006413,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006414,EXAMPLE_006434,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006435,EXAMPLE_006435,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006436,EXAMPLE_006436,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006437,EXAMPLE_006437,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006438,EXAMPLE_006438,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006439,EXAMPLE_006439,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006440,EXAMPLE_006440,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006441,EXAMPLE_006441,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006442,EXAMPLE_006442,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006443,EXAMPLE_006443,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006444,EXAMPLE_006444,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006445,EXAMPLE_006446,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006447,EXAMPLE_006447,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006448,EXAMPLE_006448,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006449,EXAMPLE_006449,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006450,EXAMPLE_006452,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006453,EXAMPLE_006453,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006454,EXAMPLE_006454,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006455,EXAMPLE_006455,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006456,EXAMPLE_006456,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006457,EXAMPLE_006459,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006460,EXAMPLE_006460,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006461,EXAMPLE_006464,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006465,EXAMPLE_006465,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006466,EXAMPLE_006466,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006467,EXAMPLE_006467,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006468,EXAMPLE_006469,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006470,EXAMPLE_006470,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006471,EXAMPLE_006471,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006472,EXAMPLE_006472,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006473,EXAMPLE_006473,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006474,EXAMPLE_006476,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006477,EXAMPLE_006477,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006478,EXAMPLE_006478,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006479,EXAMPLE_006479,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006480,EXAMPLE_006480,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006481,EXAMPLE_006481,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006482,EXAMPLE_006482,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006483,EXAMPLE_006483,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006484,EXAMPLE_006484,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006485,EXAMPLE_006485,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006486,EXAMPLE_006486,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006487,EXAMPLE_006488,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006489,EXAMPLE_006489,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006490,EXAMPLE_006490,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006491,EXAMPLE_006491,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006492,EXAMPLE_006492,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006493,EXAMPLE_006493,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006494,EXAMPLE_006494,,,,,,,,,,,,,TRUE,,,,,,,,
EXAMPLE_006495,EXAMPLE_006495,,,,,,,,,,,,,TRUE,,,,,,,,
